#time	operator	index	value
43.5	X	19	-0.00658295276596263
43.5	Y	19	0.00756016854188415
43.5	Z	19	0.00744158382570903
43.5	X	21	-0.0343623607500731
43.5	Y	21	0.0282972756304338
43.5	Z	21	0.008262282013118
43.5	X	23	-0.0266212832001193
43.5	Y	23	-0.00430180740151377
43.5	Z	23	0.00121610923125842

43.55	X	1	-0.0692900634438618
43.55	Y	1	-0.0052310813515083
43.55	Z	1	0.0192833020994752
43.55	X	3	-0.0320769836096528
43.55	Y	3	0.0199419819234025
43.55	Z	3	0.00673197007156336
43.55	X	5	0.0639125566189384
43.55	Y	5	0.080547057605007
43.55	Z	5	-0.0200110572600383
43.55	X	7	-0.0341625769964284
43.55	Y	7	0.00794834496618322
43.55	Z	7	0.0274616873303269
43.55	X	9	-0.159525086364092
43.55	Y	9	-0.087268710985047
43.55	Z	9	0.0285666784663061
43.55	X	11	-0.0288380623952437
43.55	Y	11	0.0128721396464834
43.55	Z	11	-0.0665107634794824
43.55	X	13	-0.0336823895906993
43.55	Y	13	0.00290353274175021
43.55	Z	13	0.0122393570894475
43.55	X	15	-0.025305454360401
43.55	Y	15	0.00549935438720377
43.55	Z	15	0.0151341599011341
43.55	X	17	-0.0261672034790537
43.55	Y	17	-0.00305370322980871
43.55	Z	17	0.0149832999979226
43.55	X	19	-0.00605137634805103
43.55	Y	19	0.00722053644186535
43.55	Z	19	0.0077467297251711
43.55	X	21	-0.0320735604998951
43.55	Y	21	0.0272801935167157
43.55	Z	21	0.00863794612350737
43.55	X	23	-0.0252769886770784
43.55	Y	23	-0.0035857266338393
43.55	Z	23	0.00153402030206828

43.6	X	1	-0.0654304762457839
43.6	Y	1	-0.00326827311892901
43.6	Z	1	0.0195997322947215
43.6	X	3	-0.029618287073447
43.6	Y	3	0.0186536530020626
43.6	Z	3	0.00701911095372075
43.6	X	5	0.0652726616110617
43.6	Y	5	0.0738229353759842
43.6	Z	5	-0.0197888402951611
43.6	X	7	-0.0315266611129781
43.6	Y	7	0.00831775849045284
43.6	Z	7	0.0276565005290887
43.6	X	9	-0.156664524592706
43.6	Y	9	-0.0747039682027817
43.6	Z	9	0.0290511406223714
43.6	X	11	-0.0269392082784294
43.6	Y	11	0.0123004064938457
43.6	Z	11	-0.0662021101965418
43.6	X	13	-0.0314165384127336
43.6	Y	13	0.00266176149056683
43.6	Z	13	0.0124632983340377
43.6	X	15	-0.0230232071833831
43.6	Y	15	0.0064081115784753
43.6	Z	15	0.0157596573057687
43.6	X	17	-0.0242648847072969
43.6	Y	17	-0.00243787050875903
43.6	Z	17	0.0152681445517609
43.6	X	19	-0.00554867326278466
43.6	Y	19	0.00687523244676296
43.6	Z	19	0.00805178182292252
43.6	X	21	-0.0298773605709338
43.6	Y	21	0.0262330212941981
43.6	Z	21	0.00901346793611391
43.6	X	23	-0.0239515774735187
43.6	Y	23	-0.00292652672179587
43.6	Z	23	0.00185183018546687

43.65	X	1	-0.0616219633788278
43.65	Y	1	-0.00149307604820038
43.65	Z	1	0.0199160605068385
43.65	X	3	-0.0272795040655357
43.65	Y	3	0.0173541594973345
43.65	Z	3	0.00730616869789505
43.65	X	5	0.0660094720068671
43.65	Y	5	0.0671256664907807
43.65	Z	5	-0.0195666730601546
43.65	X	7	-0.0289713821208941
43.65	Y	7	0.00858146245640462
43.65	Z	7	0.0278512746145546
43.65	X	9	-0.152755021512968
43.65	Y	9	-0.0626702969041092
43.65	Z	9	0.0295353609711141
43.65	X	11	-0.0251165138077953
43.65	Y	11	0.011703704013452
43.65	Z	11	-0.0658935441687376
43.65	X	13	-0.0292195181815586
43.65	Y	13	0.00240772104577557
43.65	Z	13	0.0126871895376363
43.65	X	15	-0.0207950827732705
43.65	Y	15	0.00713431483121676
43.65	Z	15	0.0163847572415465
43.65	X	17	-0.0224153194291027
43.65	Y	17	-0.0018925036726939
43.65	Z	17	0.0155529061554158
43.65	X	19	-0.00507453586120096
43.65	Y	19	0.00652583658476246
43.65	Z	19	0.00835674013099356
43.65	X	21	-0.0277736596158218
43.65	Y	21	0.025160200676227
43.65	Z	21	0.00938884767787635
43.65	X	23	-0.0226471866308987
43.65	Y	23	-0.00232263067453686
43.65	Z	23	0.00216953892527445

43.7	X	1	-0.057873022855804
43.7	Y	1	9.97683677957691e-05
43.7	Z	1	0.0202322864279862
43.7	X	3	-0.0250593913926099
43.7	Y	3	0.0160495292321475
43.7	Z	3	0.00759314354757937
